"product_name","description","initial_price","final_price","currency","in_stock","color","size","reviews_count","country_code","domain","image_count","model_number","product_id","rating","root_category","category","brand","discount_rate"
"Casual Solid Color Shoulder Bag, New Arrival Street Fashion Simple Crossbody Square Handbag","Free Returns ✓ Free Shipping✓. Casual Solid Color Shoulder Bag, New Arrival Street Fashion Simple Crossbody Square Handbag- Women Top Handle Bags at SHEIN.",11.1,10.4,"USD",TRUE,"Pink","one-size",0,"US","us.shein.com",10,"sg2302221363331831",41122803,0,"Bags & Luggage","Women Top Handle Bags","SHEIN",6.31
"1PC Mini Simulation Ping Pong Key Chain, Creative Mini Ping Pong Car Key Chain Pendant, Sports Fans Small Gifts","Free Returns ✓ Free Shipping✓. 1PC Mini Simulation Ping Pong Key Chain, Creative Mini Ping Pong Car Key Chain Pendant, Sports Fans Small Gifts- Sports Bag Charms at SHEIN.",2.3,2.1,"USD",TRUE,"Multicolor","Random Color",0,"US","us.shein.com",17,"st2407197743188214",39123467,0,"Sports & Outdoor","Sports Bag Charms","SHEIN",8.7
"Unbeatablesale Jeco HD-HAVS069 Ceramic Vase, Gold Color","Free Returns ✓ Free Shipping✓. Unbeatablesale Jeco HD-HAVS069 Ceramic Vase, Gold Color- Vases at SHEIN.",35.48,35.48,"USD",TRUE,"Gold","one-size",0,"US","us.shein.com",3,"sh2408125890848489",40581389,0,"Home & Living","Vases","Unbeatablesale",0
"1 Set Fashion Doll Airplane Accessories Dream Vehicle Trip Pilot Princess Doll Pink Color Playset Including Traveling Suitcase And Puppy Pet For 3 Years Old Kids And Up Toys (Color Box)Perfect Gift For Kids Perfect","Free Returns ✓ Free Shipping✓. 1 Set Fashion Doll Airplane Accessories Dream Vehicle Trip Pilot Princess Doll Pink Color Playset Including Traveling Suitcase And Puppy Pet For 3 Years Old Kids And Up Toys (Color Box)Perfect Gift For Kids Perfect- Kids Vehicles at SHEIN.",27.4,27.4,"USD",TRUE,"Hot Pink","Travel Plane",0,"US","us.shein.com",9,"sl2407316854319137",40064928,0,"Toys & Games","Kids Vehicles","SHEIN",0
"20cm Cartoon Design Christmas Gift 4pcs Set: Ruler, Triangle, Student Stationery","Free Returns ✓ Free Shipping✓. 20cm Cartoon Design Christmas Gift 4pcs Set: Ruler, Triangle, Student Stationery- Rulers at SHEIN.",1.7,1.69,"USD",TRUE,"N/A","Clear",0,"US","us.shein.com",5,"ss2408127671754857",40963882,0,"Office & School Supplies","Rulers","SHEIN",0.59
"Jepeak Jepeak Pack Of 4 Rhombus Textured Throw Pillow Covers Cushion Cases, Burlap Linen Decorative Pillow Covers For Sofa Couch Bed Home Decor, 16x24 Inch","Free Returns ✓ Free Shipping✓. Jepeak Jepeak Pack Of 4 Rhombus Textured Throw Pillow Covers Cushion Cases, Burlap Linen Decorative Pillow Covers For Sofa Couch Bed Home Decor, 16x24 Inch- Cushion Cover at SHEIN.",36.4,26.2,"USD",TRUE,"Blue-Green","40*60",0,"US","us.shein.com",22,"sf2408163574272277",40912152,0,"Home Textile","Cushion Cover","Jepeak",28.02
"10pcs Pink Satin Chair Bows Hotel Party Banquet Chair Tie Knots Birthday Event Wedding Decoration Chair Ribbon Sashes","Free Returns ✓ Free Shipping✓. 10pcs Pink Satin Chair Bows Hotel Party Banquet Chair Tie Knots Birthday Event Wedding Decoration Chair Ribbon Sashes- Sashes at SHEIN.",11.7,11.7,"USD",TRUE,"Pink","15x275cm",0,"US","us.shein.com",10,"sf2404111888116630",39363792,0,"Home Textile","Sashes","SHEIN",0
"Unbeatablesale Jacks PP1000-LB 3.5 In. X 5 Ft. Pony Polo Bandages, Light Blue","Free Returns ✓ Free Shipping✓. Unbeatablesale Jacks PP1000-LB 3.5 In. X 5 Ft. Pony Polo Bandages, Light Blue- Pet Health Care Tools at SHEIN.",19.8,19.8,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sp2408101720677974",40532519,0,"Pet Supplies","Pet Health Care Tools","Unbeatablesale",0
"30x40cm Adult Diamond Painting Kits, DIY 5D Full Round Diamond Art Painting Kits, Diamond Painting Flower Gifts Home Wall Decor","Free Returns ✓ Free Shipping✓. 30x40cm Adult Diamond Painting Kits, DIY 5D Full Round Diamond Art Painting Kits, Diamond Painting Flower Gifts Home Wall Decor- DIY Diamond Painting & Accessories at SHEIN.",3.7,3.6,"USD",TRUE,"Multicolor","30*40",0,"US","us.shein.com",13,"sh2408020974381388",40752071,0,"Home & Living","DIY Diamond Painting & Accessories","SHEIN",2.7
"Unbeatablesale 14 X 20 In. Rondeau Placemats,; Paprika - Set Of 4","Free Returns ✓ Free Shipping✓. Unbeatablesale 14 X 20 In. Rondeau Placemats,; Paprika - Set Of 4- Pet Placemats at SHEIN.",29.39,29.39,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sp2408100633233133",40551724,0,"Pet Supplies","Pet Placemats","Unbeatablesale",0
"30pcs Mixed Transparent Tulip & Sunflower 5-Petal Flower Resin Accessories DIY Hair Clips, Phone Cases, Shoe Decorations (ABS Resin)","Free Returns ✓ Free Shipping✓. 30pcs Mixed Transparent Tulip & Sunflower 5-Petal Flower Resin Accessories DIY Hair Clips, Phone Cases, Shoe Decorations (ABS Resin)- Fittings DIY & Tools at SHEIN.",2,1.9,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",15,"sc2407317163567183",40485067,0,"Apparel Accessories","Fittings DIY & Tools","SHEIN",5
"Jack Daniels Black And Grey Hat","Free Returns ✓ Free Shipping✓. Jack Daniels Black And Grey Hat- Men Baseball Cap at SHEIN.",48.99,48.99,"USD",TRUE,"Black","one-size",0,"US","us.shein.com",2,"sc2408077027304664",40302708,0,"Apparel Accessories","Men Baseball Cap","SHEIN",0
"Unbeatablesale Jacks 1289-WH Cotton Lead Rope With Bull Snap, White","Free Returns ✓ Free Shipping✓. Unbeatablesale Jacks 1289-WH Cotton Lead Rope With Bull Snap, White- Standard Leashes at SHEIN.",21.72,21.72,"USD",TRUE,"White","one-size",0,"US","us.shein.com",3,"sp2408124387065665",40637919,0,"Pet Supplies","Standard Leashes","Unbeatablesale",0
"1 Set Of Halloween Spider, Horror Scene Decoration Spider Silk, Indoor And Outdoor Horror Halloween Decoration Spider Silk, 20g Spider Silk Plus 2 Spiders","Free Returns ✓ Free Shipping✓. 1 Set Of Halloween Spider, Horror Scene Decoration Spider Silk, Indoor And Outdoor Horror Halloween Decoration Spider Silk, 20g Spider Silk Plus 2 Spiders- Halloween Party Supplies at SHEIN.",2.7,2.6,"USD",TRUE,"White","one-size",0,"US","us.shein.com",8,"sh2408187026809992",41116335,0,"Home & Living","Halloween Party Supplies","SHEIN",3.7
"Unbeatablesale KD 16082 Screw Hole Cover In Black","Free Returns ✓ Free Shipping✓. Unbeatablesale KD 16082 Screw Hole Cover In Black- Hanging Hardware at SHEIN.",21.63,21.63,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sr2408032227973722",40083653,0,"Tools & Home Improvement","Hanging Hardware","Unbeatablesale",0
"20pcs Plastic Straws, Reusable Flexible Flower Shaped Straws For Party Drinks & Cocktails","Free Returns ✓ Free Shipping✓. 20pcs Plastic Straws, Reusable Flexible Flower Shaped Straws For Party Drinks & Cocktails- Disposable Kitchenware at SHEIN.",4.2,4.1,"USD",TRUE,"Multicolor","Twenty Random Straws",0,"US","us.shein.com",13,"sh2408061664517330",40342745,0,"Home & Living","Disposable Kitchenware","SHEIN",2.38
"New Retro Metal Frame Fashion Trendy Versatile Women & Men Fashion Glasses, Premium Daily, Street, Party, Outdoor Use Halloween","Free Returns ✓ Free Shipping✓. New Retro Metal Frame Fashion Trendy Versatile Women & Men Fashion Glasses, Premium Daily, Street, Party, Outdoor Use Halloween- Women Fashion Glasses at SHEIN.",4.3,3.66,"USD",TRUE,"N/A","Silver Frame Gradually Turns Into Mercury",0,"US","us.shein.com",10,"sc2408010072141861",39962171,0,"Apparel Accessories","Women Fashion Glasses","SHEIN",14.88
"1 Set Retro Unique Geometric Metal Square Exaggerated Open Bangle And Ring Jewelry Set For Women","Free Returns ✓ Free Shipping✓. 1 Set Retro Unique Geometric Metal Square Exaggerated Open Bangle And Ring Jewelry Set For Women- Women Jewelry Sets at SHEIN.",2.5,0.75,"USD",TRUE,"N/A","Yellow Gold",0,"US","us.shein.com",12,"sj2408177582822760",41052822,0,"Jewelry & Watches","Women Jewelry Sets","SHEIN",70
"36 Pieces, 3D Black PVC Bat Halloween Decoration - Scary Decorative Prop For Bar Room, Wall Sticker - Great For Halloween Parties And Supplies, Weird Stuff","Free Returns ✓ Free Shipping✓. 36 Pieces, 3D Black PVC Bat Halloween Decoration - Scary Decorative Prop For Bar Room, Wall Sticker - Great For Halloween Parties And Supplies, Weird Stuff- Wall Decor & Stickers at SHEIN.",2,2,"USD",TRUE,"Multicolor","36 Pieces Black Bat",0,"US","us.shein.com",13,"sh2407129525010216",38943793,0,"Home & Living","Wall Decor & Stickers","SHEIN",0
"1pc Trendy New Motorcycle Style Men's Watch, Alloy Steel Band, Men's Quartz Watch, Luminous Dial","Free Returns ✓ Free Shipping✓. 1pc Trendy New Motorcycle Style Men's Watch, Alloy Steel Band, Men's Quartz Watch, Luminous Dial- Men Quartz Watches at SHEIN.",11,10.3,"USD",TRUE,"N/A","Gold Blue",0,"US","us.shein.com",5,"sm2408138779447404",40787913,0,"Men","Men Quartz Watches","SHEIN",6.36
"INSULATED CONNECTOR KIT CONNECTOR Electrical Crimp Connectors","Free Returns ✓ Free Shipping✓. INSULATED CONNECTOR KIT CONNECTOR Electrical Crimp Connectors- Wire Junction Boxes at SHEIN.",25.7,25.7,"USD",TRUE,"02C 270pcs","02C 270pcs",0,"US","us.shein.com",20,"sr2408132952162369",40813393,0,"Tools & Home Improvement","Wire Junction Boxes","SHEIN",0
"Plaid Pattern Shoulder Tote Bag for Women, Top Handle Hobo Handbag Purse with Pendant, Large Capacity Purse Satchel Fashionable School Gift Crossbody Purse Travel Bags, Satchel Bag Vintage Laptop Handbags For Commuting & Going Out","Free Returns ✓ Free Shipping✓. Plaid Pattern Shoulder Tote Bag for Women, Top Handle Hobo Handbag Purse with Pendant, Large Capacity Purse Satchel Fashionable School Gift Crossbody Purse Travel Bags, Satchel Bag Vintage Laptop Handbags For Commuting & Going Out- Women Tote Bags at SHEIN.",9.3,8.7,"USD",TRUE,"Green","one-size",0,"US","us.shein.com",8,"sg2211063138371961",25300916,0,"Bags & Luggage","Women Tote Bags","SHEIN",6.45
"22 Inches Synthetic Hair Band Long Curly Body Wave Ponytail Clip With  Hair Extension Wrapping Ponytail Extension Hair  For Women Daily Used (Black+Blue)Heat Resistant Fiber Synthetic Ponytail","Free Returns ✓ Free Shipping✓. 22 Inches Synthetic Hair Band Long Curly Body Wave Ponytail Clip With  Hair Extension Wrapping Ponytail Extension Hair  For Women Daily Used (Black+Blue)Heat Resistant Fiber Synthetic Ponytail- Synthetic Extensions at SHEIN.",4.4,3.8,"USD",TRUE,"Blue Highlight","22 inch",0,"US","us.shein.com",19,"sb2407310161044446",40116507,0,"Beauty & Health","Synthetic Extensions","SHEIN",13.64
"2024 New - Battle People Toy - Children's Toy - Interactive Toy - Battle Game Toy - Knockdown People - Parent-Child Battle Mini Game Console - Birthday Gift - Easter Gift - Halloween Gift - Christmas Gift - Perfect Gift - Gift - Children's Toy","Free Returns ✓ Free Shipping✓. 2024 New - Battle People Toy - Children's Toy - Interactive Toy - Battle Game Toy - Knockdown People - Parent-Child Battle Mini Game Console - Birthday Gift - Easter Gift - Halloween Gift - Christmas Gift - Perfect Gift - Gift - Children's Toy- Kids Interactive Games at SHEIN.",2.2,2.2,"USD",TRUE,"Multicolor","Battle Villain",0,"US","us.shein.com",14,"sl2408125665550486",40712128,0,"Toys & Games","Kids Interactive Games","SHEIN",0
"20pcs Halloween Ghost & Pumpkin Lollipop Decorative Cards, Party Supplies","Free Returns ✓ Free Shipping✓. 20pcs Halloween Ghost & Pumpkin Lollipop Decorative Cards, Party Supplies- Other Party Favors at SHEIN.",1.8,1.67,"USD",TRUE,"Multicolor","20PCS",0,"US","us.shein.com",6,"sh2407293613041600",39822049,0,"Home & Living","Other Party Favors","SHEIN",7.22
"32.6"" Tall Barrel Fountain With Adjustable Pump - 4-Tier Cascading Water Fountain Outdoor With LED Light&Charming Water Feature, Rustic Style Garden Waterfall Fountain For Indoor, Outdoor","Free Returns ✓ Free Shipping✓. 32.6"" Tall Barrel Fountain With Adjustable Pump - 4-Tier Cascading Water Fountain Outdoor With LED Light&Charming Water Feature, Rustic Style Garden Waterfall Fountain For Indoor, Outdoor- Floor-Standing Fountains at SHEIN.",187.3,135.5,"USD",TRUE,"N/A","Brown",0,"US","us.shein.com",12,"sh2408151112071111",40881225,0,"Home & Living","Floor-Standing Fountains","SHEIN",27.66
"20PCS Miniature Halloween Figurines Skulls Heads Terrifying Resin Micro Skeleton Ornament Halloween Prank Props Trick Toy Favors Crafts For DIY Halloween Crafts Bar Home Party Bonsai Landscape Decor","Free Returns ✓ Free Shipping✓. 20PCS Miniature Halloween Figurines Skulls Heads Terrifying Resin Micro Skeleton Ornament Halloween Prank Props Trick Toy Favors Crafts For DIY Halloween Crafts Bar Home Party Bonsai Landscape Decor- Festival Decor at SHEIN.",4.1,4,"USD",TRUE,"Multicolor","20pcs",0,"US","us.shein.com",8,"sh2408025489455434",40231986,0,"Home & Living","Festival Decor","SHEIN",2.44
"Unbeatablesale Tape Logic PL438 4 .5 X 5 .5 In. 2 Mil Poly Red Documents Enclosed Envelopes","Free Returns ✓ Free Shipping✓. Unbeatablesale Tape Logic PL438 4 .5 X 5 .5 In. 2 Mil Poly Red Documents Enclosed Envelopes- Paper Envelopes at SHEIN.",39.85,39.85,"USD",TRUE,"Red","one-size",0,"US","us.shein.com",3,"ss2408082060596016",40404601,0,"Office & School Supplies","Paper Envelopes","Unbeatablesale",0
"1pc Transparent Round Stamp Tool, DIY Handmade Circular Stamp Embossing Tool","Free Returns ✓ Free Shipping✓. 1pc Transparent Round Stamp Tool, DIY Handmade Circular Stamp Embossing Tool- Embossing Tools at SHEIN.",13.9,13.4,"USD",TRUE,"Transparent","23x23x1cm",0,"US","us.shein.com",14,"sh2407229499910668",39577954,0,"Home & Living","Embossing Tools","SHEIN",3.6
"20OZ Cute Halloween Skull Printing Insulated Cup Double Walled Vacuum Insulated Stainless Steel Water Bottle Premium Summer Drink Ware Portable Handy Flask Travel Mug Iced Coffee Cup For Outdoor Camping, Hiking, Driving, Travel, Perfect Gift Idea","Free Returns ✓ Free Shipping✓. 20OZ Cute Halloween Skull Printing Insulated Cup Double Walled Vacuum Insulated Stainless Steel Water Bottle Premium Summer Drink Ware Portable Handy Flask Travel Mug Iced Coffee Cup For Outdoor Camping, Hiking, Driving, Travel, Perfect Gift Idea- Insulated Water Bottles for Outdoor at SHEIN.",16.3,10.2,"USD",TRUE,"Multicolor","20 OZ",0,"US","us.shein.com",8,"st2408160960688608",40924554,0,"Sports & Outdoor","Insulated Water Bottles for Outdoor","SHEIN",37.42
"1PC Jellyfish Thickened Baby Water Pad For Crawling And Training ,Comfortable Cushion For ,Promotes Sensory Development And Coordination Halloween Decoration","Free Returns ✓ Free Shipping✓. 1PC Jellyfish Thickened Baby Water Pad For Crawling And Training ,Comfortable Cushion For ,Promotes Sensory Development And Coordination Halloween Decoration- Kids Interactive Games at SHEIN.",5.2,5.2,"USD",TRUE,"Baby Blue","one-size",0,"US","us.shein.com",20,"sl2309091096135548",23326589,0,"Toys & Games","Kids Interactive Games","SHEIN",0
"Unbeatablesale 15 In. Wood Cutlery Tray Insert For Drawer - Maple, Birch","Free Returns ✓ Free Shipping✓. Unbeatablesale 15 In. Wood Cutlery Tray Insert For Drawer - Maple, Birch- Utility Shelves at SHEIN.",65.92,65.92,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sh2408031227537773",40120871,0,"Home & Living","Utility Shelves","Unbeatablesale",0
"10pcs Mixed Color Bells, Pet Cat And Dog Bells, Houses, Garden Decorations","Free Returns ✓ Free Shipping✓. 10pcs Mixed Color Bells, Pet Cat And Dog Bells, Houses, Garden Decorations- Bells at SHEIN.",1.6,1.5,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",11,"sh2408223668380907",41370158,0,"Home & Living","Bells","SHEIN",6.25
"1 Set Of 10 Arabic Children's Bedtime Story Picture Books, Improving Children's Cognitive Abilities, Suitable For Office, School, Drawing, Students, Markers, Stationery, Boys, Girls, And School Supplies Halloween Decoration","Free Returns ✓ Free Shipping✓. 1 Set Of 10 Arabic Children's Bedtime Story Picture Books, Improving Children's Cognitive Abilities, Suitable For Office, School, Drawing, Students, Markers, Stationery, Boys, Girls, And School Supplies Halloween Decoration- Kids Diaries, Journals, & Notebooks at SHEIN.",7.4,5.92,"USD",TRUE,"Mint Green","one-size",0,"US","us.shein.com",16,"sl2404242662182211",34217358,0,"Toys & Games","Kids Diaries, Journals, & Notebooks","SHEIN",20
"Gucci PFM GUC BLOOM EDT 100ML","Free Returns ✓ Free Shipping✓. Gucci PFM GUC BLOOM EDT 100ML- Perfume at SHEIN.",162,130.6,"USD",TRUE,"N/A","one-size",0,"US","us.shein.com",4,"sb2309014113524343",24498370,0,"Beauty & Health","Perfume","Gucci",19.38
"1PC Simulated Plant/Knitted Sunflower, Suitable For Gift Giving, Placed In Study, Bedroom, Etc","Free Returns ✓ Free Shipping✓. 1PC Simulated Plant/Knitted Sunflower, Suitable For Gift Giving, Placed In Study, Bedroom, Etc- Artificial Plants at SHEIN.",3.2,2.02,"USD",TRUE,"Multicolor","1PC (knitted Sunflower) Comes With a Small Pot",0,"US","us.shein.com",6,"sh2408139681052797",40738847,0,"Home & Living","Artificial Plants","SHEIN",36.88
"Unbeatablesale Tape Logic T902P036PK 2 In. X 110 Yards - Packing List Enclosed Pre-Printed Carton Sealing Tape, Red & White - Pack Of 6","Free Returns ✓ Free Shipping✓. Unbeatablesale Tape Logic T902P036PK 2 In. X 110 Yards - Packing List Enclosed Pre-Printed Carton Sealing Tape, Red & White - Pack Of 6- Skateboard Grip Tape at SHEIN.",107.13,107.13,"USD",TRUE,"Red","one-size",0,"US","us.shein.com",3,"st2408079398848375",40275022,0,"Sports & Outdoor","Skateboard Grip Tape","Unbeatablesale",0
"Unbeatablesale Hydrocollator 00-1014 5 X 12 In. Half Size Moist Heat Pack","Free Returns ✓ Free Shipping✓. Unbeatablesale Hydrocollator 00-1014 5 X 12 In. Half Size Moist Heat Pack- Hot & Cold Therapies at SHEIN.",25.37,25.37,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sh2407283734985534",39825759,0,"Home & Living","Hot & Cold Therapies","Unbeatablesale",0
"1pc Triangle Pull Flag, Colorful Paper Hanging Banner Decoration For Party","Free Returns ✓ Free Shipping✓. 1pc Triangle Pull Flag, Colorful Paper Hanging Banner Decoration For Party- Banners & Pennants at SHEIN.",1.8,1.37,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sh2210297580585011",11909463,0,"Home & Living","Banners & Pennants","SHEIN",23.89
"1 Set Of 6 Spanish Children's Recognition Flashcards To Improve Kids' Cognitive Ability And Visual Color Discrimination, For Use In Office, School, Drawing, Students, Markers, Stationery, Boys, Girls, And As School Supplies Halloween Decoration","Free Returns ✓ Free Shipping✓. 1 Set Of 6 Spanish Children's Recognition Flashcards To Improve Kids' Cognitive Ability And Visual Color Discrimination, For Use In Office, School, Drawing, Students, Markers, Stationery, Boys, Girls, And As School Supplies Halloween Decoration- Kids Diaries, Journals, & Notebooks at SHEIN.",9,9,"USD",TRUE,"Red","one-size",0,"US","us.shein.com",6,"sl2310289774484123",25704001,0,"Toys & Games","Kids Diaries, Journals, & Notebooks","SHEIN",0
"Unbeatablesale Julia Teaspoon, Pack Of 12","Free Returns ✓ Free Shipping✓. Unbeatablesale Julia Teaspoon, Pack Of 12- Fondue Forks And Utensils at SHEIN.",39.11,39.11,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sh2408057051028292",40130934,0,"Home & Living","Fondue Forks And Utensils","Unbeatablesale",0
"Unbeatablesale Johnson Wax 00388 20 Count 1 Quart Freezer Bags","Free Returns ✓ Free Shipping✓. Unbeatablesale Johnson Wax 00388 20 Count 1 Quart Freezer Bags- Food Storage & Transport Tools at SHEIN.",20.67,20.67,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",3,"sh2407212993946686",39286528,0,"Home & Living","Food Storage & Transport Tools","Unbeatablesale",0
"1PC-Natural Jute Rope 164 Feet Long Jute Rope For Crafts Gift Packaging Gardening Wedding Decorations, Christmas Decorations, Halloween Decorations","Free Returns ✓ Free Shipping✓. 1PC-Natural Jute Rope 164 Feet Long Jute Rope For Crafts Gift Packaging Gardening Wedding Decorations, Christmas Decorations, Halloween Decorations- Shredded Tissue Paper at SHEIN.",2,1.52,"USD",TRUE,"Khaki","1PC(50m/164ft)",0,"US","us.shein.com",11,"sh2407265975697446",39574350,0,"Home & Living","Shredded Tissue Paper","SHEIN",24
"IDsarah For IPhone 12 Pro Max Case With Build-In Kickstand,Heavy Duty Protection Shockproof Anti-Scratch Slim Fit Protective Sturdy Case Hard Cover For IPhone 12 Pro Max 6.7 Inch,Purple/Pink H,Blue/Sapphire Blue,Red,Black,Light Blue/Pink","Free Returns ✓ Free Shipping✓. IDsarah For IPhone 12 Pro Max Case With Build-In Kickstand,Heavy Duty Protection Shockproof Anti-Scratch Slim Fit Protective Sturdy Case Hard Cover For IPhone 12 Pro Max 6.7 Inch,Purple/Pink H,Blue/Sapphire Blue,Red,Black,Light Blue/Pink- Stand Phone Case at SHEIN.",12.7,8.6,"USD",TRUE,"Red","iPhone 12 Pro Max",0,"US","us.shein.com",15,"sw2408233788170799",41415596,0,"Cell Phones & Accessories","Stand Phone Case","SHEIN",32.28
"Tabletop Mini Christmas Tree, 17.81"" Artificial Christmas Tree Miniature Pine Christmas Tree With Linen Base Perfect For Christmas Decorations, Home, Kitchen, Dining Table","Free Returns ✓ Free Shipping✓. Tabletop Mini Christmas Tree, 17.81"" Artificial Christmas Tree Miniature Pine Christmas Tree With Linen Base Perfect For Christmas Decorations, Home, Kitchen, Dining Table- Decorative Crafts at SHEIN.",16.3,15.7,"USD",TRUE,"White","one-size",0,"US","us.shein.com",16,"sh2406181156498935",37251724,0,"Home & Living","Decorative Crafts","SHEIN",3.68
"1pc Transparent Multi-Compartment Makeup Organizer Box, Desktop Multi-Function Storage Box For Cosmetic Brushes, Lipstick, Student Pen Holder","Free Returns ✓ Free Shipping✓. 1pc Transparent Multi-Compartment Makeup Organizer Box, Desktop Multi-Function Storage Box For Cosmetic Brushes, Lipstick, Student Pen Holder- Makeup Organizers at SHEIN.",5.2,2.6,"USD",TRUE,"Multicolor","Transparent Three-grid Style",0,"US","us.shein.com",8,"sb2408085767679967",40983761,0,"Beauty & Health","Makeup Organizers","SHEIN",50
"TPU Cherry Blossom Pink Couples Car Anti-Drop Key Cover Case For Chevrolet Malibu XI/Cavalier/Cruze/Trax/Sail Dedicated","Free Returns ✓ Free Shipping✓. TPU Cherry Blossom Pink Couples Car Anti-Drop Key Cover Case For Chevrolet Malibu XI/Cavalier/Cruze/Trax/Sail Dedicated- Car Key Case at SHEIN.",2.3,2.07,"USD",TRUE,"Pink","one-size",0,"US","us.shein.com",15,"sq2401038645818522",28620977,0,"Automotive","Car Key Case","SHEIN",10
"30pcs New Artificial Christmas Pine Tree Branches, Berries, Christmas Fake Tree Branches, Red Berry Stems, Pine Needle Tree Wreath Xmas Winter Wonderland Festival Party Home Decoration","Free Returns ✓ Free Shipping✓. 30pcs New Artificial Christmas Pine Tree Branches, Berries, Christmas Fake Tree Branches, Red Berry Stems, Pine Needle Tree Wreath Xmas Winter Wonderland Festival Party Home Decoration- Festival Decor at SHEIN.",15,14.5,"USD",TRUE,"Multicolor","30pcs",0,"US","us.shein.com",10,"sh2408073743133975",40419791,0,"Home & Living","Festival Decor","SHEIN",3.33
"DAZY Simple Solid Color Headband, Suitable For Daily Wear","Free Returns ✓ Free Shipping✓. DAZY Simple Solid Color Headband, Suitable For Daily Wear- Headbands at SHEIN.",1.8,1.7,"USD",TRUE,"Black","one-size",0,"US","us.shein.com",6,"sc2308013004601355",22151349,0,"Apparel Accessories","Headbands","DAZY",5.56
"Sun Protective Anti UV Summer Outdoor Ice Silk Sun Protection Neck Gaiter, Motorcycle Balaclava Face Mask For Cycling Ski Mask","Free Returns ✓ Free Shipping✓. Sun Protective Anti UV Summer Outdoor Ice Silk Sun Protection Neck Gaiter, Motorcycle Balaclava Face Mask For Cycling Ski Mask- Cycling Mask & Scarf at SHEIN.",2,1.2,"USD",TRUE,"Navy Blue","About 42cm*25cm",0,"US","us.shein.com",2,"st2308047755499688",20905198,0,"Sports & Outdoor","Cycling Mask & Scarf","SHEIN",40
"30pcs Clips,Slide Clips,METAL Slide Clips Paper Office Supplies School Supplies For School","Free Returns ✓ Free Shipping✓. 30pcs Clips,Slide Clips,METAL Slide Clips Paper Office Supplies School Supplies For School- Clips at SHEIN.",5,5,"USD",TRUE,"N/A","20pcs-Middle(20mm)",0,"US","us.shein.com",7,"ss2407205864562366",40525973,0,"Office & School Supplies","Clips","SHEIN",0
"150PCS Pink Stickers Aesthetic Vinyl Stickers Decals Scrapbook, Journaling, Laptop, Bumper, Skateboard, Water Bottles, Computer, Phone","Free Returns ✓ Free Shipping✓. 150PCS Pink Stickers Aesthetic Vinyl Stickers Decals Scrapbook, Journaling, Laptop, Bumper, Skateboard, Water Bottles, Computer, Phone- Assorted Stickers at SHEIN.",3.5,3.5,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",20,"ss2408060757770530",40303923,0,"Office & School Supplies","Assorted Stickers","SHEIN",0
"1 Set B O Y Or G I R L Gender Reveal Voting Game Poster Board Genders Stickers B A B Y Gender Reveal Party Decoration B A B Y Shower Supplies","Free Returns ✓ Free Shipping✓. 1 Set B O Y Or G I R L Gender Reveal Voting Game Poster Board Genders Stickers B A B Y Gender Reveal Party Decoration B A B Y Shower Supplies- Party Backdrops at SHEIN.",3.5,3.3,"USD",TRUE,"Black","one-size",0,"US","us.shein.com",8,"sh2404062854179919",33252928,0,"Home & Living","Party Backdrops","SHEIN",5.71
"Unbeatablesale 14 X 2 X 20 In. Perimeter Tee For 8 Traditional Coffered Ceiling System","Free Returns ✓ Free Shipping✓. Unbeatablesale 14 X 2 X 20 In. Perimeter Tee For 8 Traditional Coffered Ceiling System- Wall Decoration at SHEIN.",44.06,44.06,"USD",TRUE,"Red","one-size",0,"US","us.shein.com",3,"sh2408059245424627",40135274,0,"Home & Living","Wall Decoration","Unbeatablesale",0
"32 Pieces Of Random Colors Children's Kitchen Toy Set, Kettle, Cooking Pot, Wok, Pressure Cooker, Knife Shovel Plate, Fruit Food, Suitable For Boys And Girls Educational Toys!","Free Returns ✓ Free Shipping✓. 32 Pieces Of Random Colors Children's Kitchen Toy Set, Kettle, Cooking Pot, Wok, Pressure Cooker, Knife Shovel Plate, Fruit Food, Suitable For Boys And Girls Educational Toys!- Kids Kitchen Playsets at SHEIN.",24.5,24.5,"USD",TRUE,"Multicolor","one-size",0,"US","us.shein.com",17,"sl2408152137118886",40969336,0,"Toys & Games","Kids Kitchen Playsets","SHEIN",0
"20pcs Durable White Garden Labels: Reusable, Outdoor And Greenhouse Plant Markers","Free Returns ✓ Free Shipping✓. 20pcs Durable White Garden Labels: Reusable, Outdoor And Greenhouse Plant Markers- Food Packaging Tape & Stickers & Labels at SHEIN.",2.7,2.6,"USD",TRUE,"White","one-size",0,"US","us.shein.com",12,"sh2408138943177712",40828243,0,"Home & Living","Food Packaging Tape & Stickers & Labels","SHEIN",3.7
